"Fiscal Year","Fiscal Period","Activity Date","Chart","Document Code","Document Reference","Vendor Name","Encumbrance Number","Transaction Description","Transaction Date","Transaction Type","Grant Code","Fund Type","Fund Type Title","Fund Level 3","Fund Title 3","Fund Level 4","Fund Title 4","Fund Level 5","Fund Title 5","Fund Predecessor","Fund Predecessor Title","Fund","Fund Title","Level 3 Org","Level 3 Org Title","Index Code","Index Title","Organization","Organization Title","PE","PE Title","Account","Account Title","Program","Program Title","Activity","Activity Code Title","Location Code","Location Title","Dr Cr","Original Budget","Adjusted Budget","YTD","Encumbrance","Vendor Invoice","PI ID","PI Name","Index Code Filtered","Index Title Filtered","Check Number","Document Sequence","Document Text"
"=""23""","=""01""","8/4/2022 9:42:17 AM","=""V""",BDRV0029,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""3979""","Research Centers and Institutes",772878,"DHHS NIH CMCI 2023 Xian Project","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,5020,0,0,,V00009752,"Wichman, Holly",772878,"DHHS NIH CMCI 2023 Xian Project",,495,"="""""
"=""23""","=""01""","8/4/2022 9:42:00 AM","=""V""",BDRV0029,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""3979""","Research Centers and Institutes",772877,"DHHS NIH CMCI 2023 Fu Project","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,4319,0,0,,V00009752,"Wichman, Holly",772877,"DHHS NIH CMCI 2023 Fu Project",,213,"="""""
"=""23""","=""01""","8/2/2022 11:13:43 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""3979""","Research Centers and Institutes",772910,"DHHS NIH CMCI 2020 Modeling Supp1","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,42372.3,0,0,,V00009752,"Wichman, Holly",772910,"DHHS NIH CMCI 2020 Modeling Supp1",,281,"="""""
"=""23""","=""01""","8/2/2022 11:12:53 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,31910.96,0,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,11,"="""""
"=""23""","=""01""","8/2/2022 11:14:45 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""50""",Reserve,"=""50""",Reserve,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,78991,0,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,687,"="""""
"=""23""","=""01""","8/2/2022 11:14:42 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,75074.01,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,665,"="""""
"=""23""","=""01""","8/2/2022 11:13:24 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,38650.84,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,190,"="""""
"=""23""","=""01""","8/2/2022 11:14:33 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,69962.31,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,621,"="""""
"=""23""","=""01""","8/2/2022 11:13:35 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,40431.42,0,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,240,"="""""
"=""23""","=""01""","8/2/2022 11:13:59 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226141""","DHHS NIH CMCI 2023 Admin Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226141""","DHHS NIH CMCI 2023 Admin Core","=""3979""","Research Centers and Institutes",772880,"DHHS NIH CMCI 2023 Admin Core","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,49900,0,0,,V00009752,"Wichman, Holly",772880,"DHHS NIH CMCI 2023 Admin Core",,412,"="""""
"=""23""","=""01""","8/2/2022 11:14:28 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""3979""","Research Centers and Institutes",772879,"DHHS NIH CMCI 2023 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,65007,0,0,,V00009752,"Wichman, Holly",772879,"DHHS NIH CMCI 2023 Modeling Core",,587,"="""""
"=""23""","=""01""","8/2/2022 11:13:58 AM","=""V""",BDRVMN14,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226142""","DHHS NIH CMCI 2023 Modeling Core","=""3979""","Research Centers and Institutes",772879,"DHHS NIH CMCI 2023 Modeling Core","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,48505,0,0,,V00009752,"Wichman, Holly",772879,"DHHS NIH CMCI 2023 Modeling Core",,395,"="""""
"=""23""","=""01""","8/4/2022 9:35:42 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224782""","DHHS NIH CMCI 2020 Ridenh Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224782""","DHHS NIH CMCI 2020 Ridenh Startup","=""3979""","Research Centers and Institutes",772914,"DHHS NIH CMCI 2020 Ridenh Startup","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-945.91,0,0,,V00009752,"Wichman, Holly",772914,"DHHS NIH CMCI 2020 Ridenh Startup",,211,"="""""
"=""23""","=""01""","8/4/2022 9:36:04 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""3979""","Research Centers and Institutes",772910,"DHHS NIH CMCI 2020 Modeling Supp1","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-549,0,0,,V00009752,"Wichman, Holly",772910,"DHHS NIH CMCI 2020 Modeling Supp1",,533,"="""""
"=""23""","=""01""","8/4/2022 9:35:41 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",,,"=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""800XIA""","=""Min Xian""",,,-,0,-971.28,0,0,,V00009752,"Wichman, Holly",,,,190,"="""""
"=""23""","=""01""","8/4/2022 9:36:22 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-321.88,0,0,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,798,"="""""
"=""23""","=""01""","8/4/2022 9:36:10 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",,,"=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""800XIA""","=""Min Xian""",,,-,0,-461.37,0,0,,V00009752,"Wichman, Holly",,,,629,"="""""
"=""23""","=""01""","8/4/2022 9:36:15 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-400,0,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,692,"="""""
"=""23""","=""01""","8/4/2022 9:35:58 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-639,0,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,436,"="""""
"=""23""","=""01""","8/4/2022 9:35:29 AM","=""V""",BDRV0023,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""45""","< $5K Non-Capital Outlay","=""45""","< $5K Non-Capital Outlay",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-1361.52,0,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,8,"="""""
"=""23""","=""01""","8/2/2022 11:09:46 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,14046.52,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,566,"="""""
"=""23""","=""01""","8/2/2022 11:09:34 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,13269.79,0,0,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,496,"="""""
"=""23""","=""01""","8/2/2022 11:09:18 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,12327,0,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,401,"="""""
"=""23""","=""01""","8/2/2022 11:09:32 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""12""","Temporary Help","=""12""","Temporary Help",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,13158.5,0,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,487,"="""""
"=""23""","=""01""","8/2/2022 11:08:32 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,10499.52,0,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,93,"="""""
"=""23""","=""01""","8/2/2022 11:10:26 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226141""","DHHS NIH CMCI 2023 Admin Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226141""","DHHS NIH CMCI 2023 Admin Core","=""3979""","Research Centers and Institutes",772880,"DHHS NIH CMCI 2023 Admin Core","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,16332,0,0,,V00009752,"Wichman, Holly",772880,"DHHS NIH CMCI 2023 Admin Core",,787,"="""""
"=""23""","=""01""","8/2/2022 11:09:25 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226143""","DHHS NIH CMCI 2023 Xian Project","=""3979""","Research Centers and Institutes",772878,"DHHS NIH CMCI 2023 Xian Project","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,12711,0,0,,V00009752,"Wichman, Holly",772878,"DHHS NIH CMCI 2023 Xian Project",,451,"="""""
"=""23""","=""01""","8/2/2022 11:08:47 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226144""","DHHS NIH CMCI 2023 Fu Project","=""3979""","Research Centers and Institutes",772877,"DHHS NIH CMCI 2023 Fu Project","=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,11034,0,0,,V00009752,"Wichman, Holly",772877,"DHHS NIH CMCI 2023 Fu Project",,186,"="""""
"=""23""","=""01""","8/2/2022 11:08:25 AM","=""V""",BDRVMN12,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""226157""","DHHS NIH CMCI FY23 VanLeuven","=""3979""","Research Centers and Institutes",772881,"DHHS NIH CMCI FY23 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""10""",Salaries,02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,10244,0,0,,V00009752,"Wichman, Holly",772881,"DHHS NIH CMCI FY23 VanLeuven",,52,"="""""
"=""23""","=""01""","8/2/2022 10:46:35 AM","=""V""",BDRVMAN3,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""3979""","Research Centers and Institutes",772915,"DHHS NIH CMCI 2020 Miller Startup","=""772""",IMCI,"=""11""","Fringe Benefits","=""11""","Fringe Benefits",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-2415,0,0,,V00009752,"Wichman, Holly",772915,"DHHS NIH CMCI 2020 Miller Startup",,455,"="""""
"=""23""","=""01""","8/2/2022 10:46:03 AM","=""V""",BDRVMAN3,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224781""","DHHS NIH CMCI 2020 Miller Startup","=""3979""","Research Centers and Institutes",772915,"DHHS NIH CMCI 2020 Miller Startup","=""772""",IMCI,"=""12""","Temporary Help","=""12""","Temporary Help",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-3406.39,0,0,,V00009752,"Wichman, Holly",772915,"DHHS NIH CMCI 2020 Miller Startup",,249,"="""""
"=""23""","=""01""","8/2/2022 10:45:58 AM","=""V""",BDRVMAN3,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""12""","Temporary Help","=""12""","Temporary Help",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-3624.35,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,221,"="""""
"=""23""","=""01""","8/2/2022 10:45:29 AM","=""V""",BDRVMAN3,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-4956,0,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,46,"="""""
"=""23""","=""01""","8/2/2022 10:48:05 AM","=""V""",BDRVMAN4,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224782""","DHHS NIH CMCI 2020 Ridenh Startup","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224782""","DHHS NIH CMCI 2020 Ridenh Startup","=""3979""","Research Centers and Institutes",772914,"DHHS NIH CMCI 2020 Ridenh Startup","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-945.91,0,0,,V00009752,"Wichman, Holly",772914,"DHHS NIH CMCI 2020 Ridenh Startup",,211,"="""""
"=""23""","=""01""","8/2/2022 10:48:55 AM","=""V""",BDRVMAN4,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""224793""","DHHS NIH CMCI 2020 Model Supp1","=""3979""","Research Centers and Institutes",772910,"DHHS NIH CMCI 2020 Modeling Supp1","=""772""",IMCI,"=""70""",Trustee/Benefits,"=""70""",Trustee/Benefits,02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-549,0,0,,V00009752,"Wichman, Holly",772910,"DHHS NIH CMCI 2020 Modeling Supp1",,533,"="""""
"=""23""","=""01""","8/2/2022 10:48:01 AM","=""V""",BDRVMAN4,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",,,"=""772""",IMCI,"=""20""",Travel,"=""20""",Travel,02ORO,"Organized Research on Campus","=""800XIA""","=""Min Xian""",,,-,0,-971.28,0,0,,V00009752,"Wichman, Holly",,,,190,"="""""
"=""23""","=""01""","8/2/2022 10:49:36 AM","=""V""",BDRVMAN4,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,-,0,-321.88,0,0,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,798,"="""""
"=""23""","=""01""","8/2/2022 10:49:11 AM","=""V""",BDRVMAN4,,,,"BUDGET CARRY FORWARD",7/1/2022,J020,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",,,"=""772""",IMCI,"=""60""",Overhead,"=""60""",Overhead,02ORO,"Organized Research on Campus","=""800XIA""","=""Min Xian""",,,-,0,-461.37,0,0,,V00009752,"Wichman, Holly",,,,629,"="""""
